data_index,page,ad_type,ad_rank,organic_rank,asin,title,url,price_current,price_list,rating_stars,rating_count,is_prime,image_small,image_large,brand_name,scraped_at
0,1,Title,,,,ResultsCheck each product page for other buying options. Price and other details may vary based on p,,,,,,False,,,,2026-04-23T12:17:04.877373
2,1,Organic,,1.0,B081D69KDT,BAU4-P BAUER KEY5,N/A,$18.85,,5.0,2.0,False,https://m.media-amazon.com/images/I/51odw8tkeyL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51odw8tkeyL._AC_SL1500_.jpg,,2026-04-23T12:17:04.881396
3,1,Organic,,2.0,B081D6DH9V,DW04RAP+DAEWOO+KEY5,N/A,$15.85,,,,False,https://m.media-amazon.com/images/I/518Cj2j72OL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/518Cj2j72OL._AC_SL1500_.jpg,,2026-04-23T12:17:04.885903
4,1,Organic,,3.0,B0CBKYM56F,"Compatible with Genesis Key Fob Cover, Gold Keychains, for G80 GV80 GV70 G90 2021 2022 2023 6 8 Buttons TPU Genesis Accessories Car Key Case Shell (Black)",N/A,,,4.3,273.0,False,https://m.media-amazon.com/images/I/71ZA0XvuW5L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71ZA0XvuW5L._AC_SL1500_.jpg,,2026-04-23T12:17:04.889439
5,1,Title,,,,More results,,,,,,False,,,,2026-04-23T12:17:04.890073
6,1,Organic,,4.0,B081D6941L,WR-5 RED COLORPLUS KEY5,N/A,$10.85,,,,False,https://m.media-amazon.com/images/I/515EuN0Z1VL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/515EuN0Z1VL._AC_SL1500_.jpg,,2026-04-23T12:17:04.893557
7,1,Organic,,5.0,B081D5G93K,AR-1 BLUE COLORPLUS KEY5,N/A,$9.99,,,,False,https://m.media-amazon.com/images/I/310+IOBEUQL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/310+IOBEUQL._AC_SL1500_.jpg,,2026-04-23T12:17:04.897401
8,1,Organic,,6.0,B0CP2MP1VB,"Key Fob Cover Compatible for Ford Smart Key-5 Button, Durable TPU Pink Remote Keyless Smart Key Fob Case Protection Shell",N/A,$7.99,,4.6,3.0,False,https://m.media-amazon.com/images/I/6159MPS+HnL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/6159MPS+HnL._AC_SL1500_.jpg,,2026-04-23T12:17:04.901242
9,1,Organic,,7.0,B000FHVJAI,Buffalo securelockkey Set of 5 SLST – key5,N/A,$106.62,,,,False,https://m.media-amazon.com/images/I/31zX8qYOM8L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/31zX8qYOM8L._AC_SL1500_.jpg,,2026-04-23T12:17:04.904519
10,1,Organic,,8.0,B07MKVSD7Q,Ilco Replacement Keys For Roof Rack Cross Bar SP5 Cut to Lock/Key Number SP5 Two Cut Working Keys. by Ordering These Keys You are Stating You are The Owner.,N/A,$14.03,,3.4,9.0,False,https://m.media-amazon.com/images/I/81puyTGo5EL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81puyTGo5EL._AC_SL1500_.jpg,,2026-04-23T12:17:04.908378
11,1,Organic,,9.0,B00009YNJ3,アソボット戦記五九 第2章・伝説の扉編2 KEY5 [DVD],N/A,,,,,False,https://m.media-amazon.com/images/I/2163ES6C6AL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/2163ES6C6AL._AC_SL1500_.jpg,,2026-04-23T12:17:04.910424
12,1,Organic,,10.0,B0GDQ9T9WR,Key5 [Explicit],N/A,,,,,False,https://m.media-amazon.com/images/I/81p7sn05ZIL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81p7sn05ZIL._AC_SL1500_.jpg,,2026-04-23T12:17:04.912735
13,1,Organic,,11.0,B09VH8XX96,Key-5,N/A,,,,,False,https://m.media-amazon.com/images/I/61BjcFk89HL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61BjcFk89HL._AC_SL1500_.jpg,,2026-04-23T12:17:04.914680
14,1,Organic,,12.0,B09VHBY154,Key-5,N/A,,,,,False,https://m.media-amazon.com/images/I/61BjcFk89HL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61BjcFk89HL._AC_SL1500_.jpg,,2026-04-23T12:17:04.916655
